mapunitpolys_id,mapunit,identityconfidence,label,symbol,notes,datasourceid
GMA.MapUnitPolys.2043,Xms,Standard Confidence,Xms,41,"Metasedimentary rocks, mostly derived from sandstone and shale, with minor conglomerate and carbonate rock. Includes quartz-rich, mostly nonvolcanic Pinal Schist in southeastern Arizona and variably volcanic-lithic sedimentary rocks in the Yavapai and To",GMA.DataSources.121
GMA.MapUnitPolys.2033,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.109
GMA.MapUnitPolys.2034,Xms,Standard Confidence,Xms,41,"Metasedimentary rocks, mostly derived from sandstone and shale, with minor conglomerate and carbonate rock. Includes quartz-rich, mostly nonvolcanic Pinal Schist in southeastern Arizona and variably volcanic-lithic sedimentary rocks in the Yavapai and To",GMA.DataSources.39
GMA.MapUnitPolys.2035,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.39
GMA.MapUnitPolys.2036,Tso,Standard Confidence,Tso,33,"Light colored, weakly to moderately consolidated conglomerate and sandstone deposited largely or entirely before mid-Tertiary volcanism and extensional faulting. Most sediment was deposited by early Cenozoic streams that flowed northeastward onto the Col",GMA.DataSources.121
GMA.MapUnitPolys.2039,TKgm,Standard Confidence,TKgm,27,"Light-colored peraluminous muscovite granite with or without garnet; commonly forms sills and is associated with abundant pegmatite dikes and sills. This unit includes granites in the Harcuvar and Harquahala Mountains of western Arizona and in the Santa",GMA.DataSources.102
GMA.MapUnitPolys.2040,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.121
GMA.MapUnitPolys.2041,Tsm,Standard Confidence,Tsm,32,"Con-glomerate, sandstone, mudstone, limestone, and rock-avalanche breccia (sheet-like deposits of crushed rock) deposited and tilted during widespread normal faulting and basin development. Sediments, mostly conglomerate and sandstone, are commonly mediu",GMA.DataSources.39
GMA.MapUnitPolys.2042,Xmv,Standard Confidence,Xmv,42,"Weakly to strongly metamorphosed volcanic rocks. Protoliths include basalt, andesite, dacite, and rhyolite deposited as lava or tuff, related sedimentary rock, and shallow intrusive rock. These rocks, widely exposed in several belts in central Arizona, i",GMA.DataSources.121
GMA.MapUnitPolys.2044,Tvy,Standard Confidence,Tvy,37,Rhyolite to andesite deposited as lava flows and related rocks associated with basaltic rocks of map units Tby and Tb.  (2-12 Ma),GMA.DataSources.121
GMA.MapUnitPolys.2133,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2045,Tsm,Standard Confidence,Tsm,32,"Con-glomerate, sandstone, mudstone, limestone, and rock-avalanche breccia (sheet-like deposits of crushed rock) deposited and tilted during widespread normal faulting and basin development. Sediments, mostly conglomerate and sandstone, are commonly mediu",GMA.DataSources.39
GMA.MapUnitPolys.2067,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.39
GMA.MapUnitPolys.2046,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.39
GMA.MapUnitPolys.2065,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.84
GMA.MapUnitPolys.2066,Xm,Standard Confidence,Xm,40,"Undivided metasedimentary, metavolcanic, and gneissic rocks.  (1600-1800 Ma)",GMA.DataSources.101
GMA.MapUnitPolys.2068,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.84
GMA.MapUnitPolys.2132,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.84
GMA.MapUnitPolys.2069,YXg,Standard Confidence,YXg,44,Undivided Early and Middle Proterozoic granitic rocks (units Xg and Yg).  (1400-1800 Ma),GMA.DataSources.109
GMA.MapUnitPolys.2070,Xm,Standard Confidence,Xm,40,"Undivided metasedimentary, metavolcanic, and gneissic rocks.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2071,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2130,TKg,Standard Confidence,TKg,25,"Porphyritic to equigranular granite to diorite emplaced during the Laramide orogeny. Larger plutons are characteristically medium-grained, biotite +/- hornblende granodiorite to granite. Smaller, shallow-level intrusions are typically porphyritic. Most o",GMA.DataSources.67
GMA.MapUnitPolys.2072,Qo,Standard Confidence,Qo,22,"Coarse relict alluvial fan deposits that form rounded ridges or flat, isolated surfaces that are moderately to deeply incised by streams. These deposits are generally topographically high and have undergone substantial erosion. Deposits are moderately to",GMA.DataSources.109
GMA.MapUnitPolys.2073,Xms,Standard Confidence,Xms,41,"Metasedimentary rocks, mostly derived from sandstone and shale, with minor conglomerate and carbonate rock. Includes quartz-rich, mostly nonvolcanic Pinal Schist in southeastern Arizona and variably volcanic-lithic sedimentary rocks in the Yavapai and To",GMA.DataSources.84
GMA.MapUnitPolys.2074,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.67
GMA.MapUnitPolys.2888,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.64
GMA.MapUnitPolys.2075,Q,Standard Confidence,Q,17,"Unconsolidated to strongly consolidated alluvial and eolian deposits. This unit includes: coarse, poorly sorted alluvial fan and terrace deposits on middle and upper piedmonts and along large drainages; sand, silt and clay on alluvial plains and playas;",GMA.DataSources.84
GMA.MapUnitPolys.2077,Xms,Standard Confidence,Xms,41,"Metasedimentary rocks, mostly derived from sandstone and shale, with minor conglomerate and carbonate rock. Includes quartz-rich, mostly nonvolcanic Pinal Schist in southeastern Arizona and variably volcanic-lithic sedimentary rocks in the Yavapai and To",GMA.DataSources.67
GMA.MapUnitPolys.2078,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2079,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.67
GMA.MapUnitPolys.2080,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.121
GMA.MapUnitPolys.2131,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.84
GMA.MapUnitPolys.1574,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.49
GMA.MapUnitPolys.2076,Tsv,Standard Confidence,Tsv,34,Sequences of diverse volcanic rocks with abundant interbedded sedimentary rocks.  (11-32 Ma),GMA.DataSources.84
GMA.MapUnitPolys.2081,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.67
GMA.MapUnitPolys.1104,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.121
GMA.MapUnitPolys.2082,Xm,Standard Confidence,Xm,40,"Undivided metasedimentary, metavolcanic, and gneissic rocks.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2119,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.67
GMA.MapUnitPolys.2120,TXgn,Standard Confidence,TXgn,26,"Gneissic rocks with complex histories, typically with well developed, light-colored granitoid layers and dark-colored biotite- and amphibole-rich layers. Protoliths are of Tertiary to Proterozoic age. This unit includes variably mylonitic gneisses in met",GMA.DataSources.173
GMA.MapUnitPolys.1578,Tsv,Standard Confidence,Tsv,34,Sequences of diverse volcanic rocks with abundant interbedded sedimentary rocks.  (11-32 Ma),GMA.DataSources.121
GMA.MapUnitPolys.2121,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.67
GMA.MapUnitPolys.2122,QTb,Standard Confidence,QTb,18,"Mostly dark-colored basaltic lava and cinders young enough that some original volcanic landforms are still apparent. Includes a small amount of andesite, dacite, and rhyolite. Rocks of this map unit are largely restricted to six areas widely distributed",GMA.DataSources.121
GMA.MapUnitPolys.2123,Xm,Standard Confidence,Xm,40,"Undivided metasedimentary, metavolcanic, and gneissic rocks.  (1600-1800 Ma)",GMA.DataSources.101
GMA.MapUnitPolys.2125,TKgm,Standard Confidence,TKgm,27,"Light-colored peraluminous muscovite granite with or without garnet; commonly forms sills and is associated with abundant pegmatite dikes and sills. This unit includes granites in the Harcuvar and Harquahala Mountains of western Arizona and in the Santa",GMA.DataSources.101
GMA.MapUnitPolys.2126,Xmv,Standard Confidence,Xmv,42,"Weakly to strongly metamorphosed volcanic rocks. Protoliths include basalt, andesite, dacite, and rhyolite deposited as lava or tuff, related sedimentary rock, and shallow intrusive rock. These rocks, widely exposed in several belts in central Arizona, i",GMA.DataSources.67
GMA.MapUnitPolys.2127,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.84
GMA.MapUnitPolys.2134,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.67
GMA.MapUnitPolys.2135,Tsv,Standard Confidence,Tsv,34,Sequences of diverse volcanic rocks with abundant interbedded sedimentary rocks.  (11-32 Ma),GMA.DataSources.101
GMA.MapUnitPolys.2136,Tvy,Standard Confidence,Tvy,37,Rhyolite to andesite deposited as lava flows and related rocks associated with basaltic rocks of map units Tby and Tb.  (2-12 Ma),GMA.DataSources.84
GMA.MapUnitPolys.2391,|,Standard Confidence,|,15,"Undivided Paleozoic limestone, dolostone, quartzite, shale, and related sedimentary rocks.  (248-544 Ma)",GMA.DataSources.101
GMA.MapUnitPolys.2392,Ys,Standard Confidence,Ys,47,"Red-brown shale and sandstone, buff to orange quartzite, limestone, basalt, black shale, and sparse conglomerate. This unit includes the Grand Canyon Supergroup, Apache Group, and Troy Quartzite. These rocks were deposited in shallow marine, coastal nonm",GMA.DataSources.36
GMA.MapUnitPolys.2393,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.84
GMA.MapUnitPolys.2394,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.101
GMA.MapUnitPolys.2395,Qo,Standard Confidence,Qo,22,"Coarse relict alluvial fan deposits that form rounded ridges or flat, isolated surfaces that are moderately to deeply incised by streams. These deposits are generally topographically high and have undergone substantial erosion. Deposits are moderately to",GMA.DataSources.113
GMA.MapUnitPolys.2396,YXg,Standard Confidence,YXg,44,Undivided Early and Middle Proterozoic granitic rocks (units Xg and Yg).  (1400-1800 Ma),GMA.DataSources.93
GMA.MapUnitPolys.2397,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.84
GMA.MapUnitPolys.2398,Xmv,Standard Confidence,Xmv,42,"Weakly to strongly metamorphosed volcanic rocks. Protoliths include basalt, andesite, dacite, and rhyolite deposited as lava or tuff, related sedimentary rock, and shallow intrusive rock. These rocks, widely exposed in several belts in central Arizona, i",GMA.DataSources.101
GMA.MapUnitPolys.2399,}|,Standard Confidence,}|,51,,GMA.DataSources.181
GMA.MapUnitPolys.2400,|,Standard Confidence,|,15,"Undivided Paleozoic limestone, dolostone, quartzite, shale, and related sedimentary rocks.  (248-544 Ma)",GMA.DataSources.181
GMA.MapUnitPolys.2401,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.67
GMA.MapUnitPolys.2407,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.67
GMA.MapUnitPolys.1044,Qo,Standard Confidence,Qo,22,"Coarse relict alluvial fan deposits that form rounded ridges or flat, isolated surfaces that are moderately to deeply incised by streams. These deposits are generally topographically high and have undergone substantial erosion. Deposits are moderately to",GMA.DataSources.121
GMA.MapUnitPolys.2402,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.101
GMA.MapUnitPolys.1103,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.121
GMA.MapUnitPolys.2403,|,Standard Confidence,|,15,"Undivided Paleozoic limestone, dolostone, quartzite, shale, and related sedimentary rocks.  (248-544 Ma)",GMA.DataSources.181
GMA.MapUnitPolys.2404,Tsv,Standard Confidence,Tsv,34,Sequences of diverse volcanic rocks with abundant interbedded sedimentary rocks.  (11-32 Ma),GMA.DataSources.101
GMA.MapUnitPolys.2405,M_,Standard Confidence,M_,13,"Brown to dark gray sandstone grades upward into green and gray shale, overlain by light to medium gray or tan limestone and dolostone. This unit includes the Tapeats Sandstone, Bright Angel Shale, Muav Limestone, Temple Butte Formation and Redwall Limest",GMA.DataSources.84
GMA.MapUnitPolys.2406,Qy,Standard Confidence,Qy,24,"Unconsolidated deposits associated with modern fluvial systems. This unit consists primarily of fine-grained, well-sorted sediment on alluvial plains, but also includes gravelly channel, terrace, and alluvial fan deposits on middle and upper piedmonts.",GMA.DataSources.67
GMA.MapUnitPolys.2408,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.67
GMA.MapUnitPolys.2409,Qo,Standard Confidence,Qo,22,"Coarse relict alluvial fan deposits that form rounded ridges or flat, isolated surfaces that are moderately to deeply incised by streams. These deposits are generally topographically high and have undergone substantial erosion. Deposits are moderately to",GMA.DataSources.84
GMA.MapUnitPolys.3061,QTb,Standard Confidence,QTb,18,"Mostly dark-colored basaltic lava and cinders young enough that some original volcanic landforms are still apparent. Includes a small amount of andesite, dacite, and rhyolite. Rocks of this map unit are largely restricted to six areas widely distributed",GMA.DataSources.180
GMA.MapUnitPolys.3062,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.57
GMA.MapUnitPolys.3063,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.89
GMA.MapUnitPolys.3064,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.121
GMA.MapUnitPolys.3065,Tsm,Standard Confidence,Tsm,32,"Con-glomerate, sandstone, mudstone, limestone, and rock-avalanche breccia (sheet-like deposits of crushed rock) deposited and tilted during widespread normal faulting and basin development. Sediments, mostly conglomerate and sandstone, are commonly mediu",GMA.DataSources.89
GMA.MapUnitPolys.3066,Ys,Standard Confidence,Ys,47,"Red-brown shale and sandstone, buff to orange quartzite, limestone, basalt, black shale, and sparse conglomerate. This unit includes the Grand Canyon Supergroup, Apache Group, and Troy Quartzite. These rocks were deposited in shallow marine, coastal nonm",GMA.DataSources.180
GMA.MapUnitPolys.3067,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.89
GMA.MapUnitPolys.3068,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.116
GMA.MapUnitPolys.3074,Tsy,Standard Confidence,Tsy,35,"Moderately to strongly consolidated conglomerate and sandstone deposited in basins during and after late Tertiary faulting. Includes lesser amounts of mudstone, siltstone, limestone, and gypsum. These deposits are generally light gray or tan. They common",GMA.DataSources.144
GMA.MapUnitPolys.3075,Xm,Standard Confidence,Xm,40,"Undivided metasedimentary, metavolcanic, and gneissic rocks.  (1600-1800 Ma)",GMA.DataSources.89
GMA.MapUnitPolys.3069,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.64
GMA.MapUnitPolys.3070,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.72
GMA.MapUnitPolys.3071,Qo,Standard Confidence,Qo,22,"Coarse relict alluvial fan deposits that form rounded ridges or flat, isolated surfaces that are moderately to deeply incised by streams. These deposits are generally topographically high and have undergone substantial erosion. Deposits are moderately to",GMA.DataSources.72
GMA.MapUnitPolys.3072,QTb,Standard Confidence,QTb,18,"Mostly dark-colored basaltic lava and cinders young enough that some original volcanic landforms are still apparent. Includes a small amount of andesite, dacite, and rhyolite. Rocks of this map unit are largely restricted to six areas widely distributed",GMA.DataSources.180
GMA.MapUnitPolys.3073,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.180
GMA.MapUnitPolys.3377,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.96
GMA.MapUnitPolys.3076,Ys,Standard Confidence,Ys,47,"Red-brown shale and sandstone, buff to orange quartzite, limestone, basalt, black shale, and sparse conglomerate. This unit includes the Grand Canyon Supergroup, Apache Group, and Troy Quartzite. These rocks were deposited in shallow marine, coastal nonm",GMA.DataSources.64
GMA.MapUnitPolys.3077,QTb,Standard Confidence,QTb,18,"Mostly dark-colored basaltic lava and cinders young enough that some original volcanic landforms are still apparent. Includes a small amount of andesite, dacite, and rhyolite. Rocks of this map unit are largely restricted to six areas widely distributed",GMA.DataSources.180
GMA.MapUnitPolys.3372,Ys,Standard Confidence,Ys,47,"Red-brown shale and sandstone, buff to orange quartzite, limestone, basalt, black shale, and sparse conglomerate. This unit includes the Grand Canyon Supergroup, Apache Group, and Troy Quartzite. These rocks were deposited in shallow marine, coastal nonm",GMA.DataSources.105
GMA.MapUnitPolys.3373,M_,Standard Confidence,M_,13,"Brown to dark gray sandstone grades upward into green and gray shale, overlain by light to medium gray or tan limestone and dolostone. This unit includes the Tapeats Sandstone, Bright Angel Shale, Muav Limestone, Temple Butte Formation and Redwall Limest",GMA.DataSources.161
GMA.MapUnitPolys.3374,M_,Standard Confidence,M_,13,"Brown to dark gray sandstone grades upward into green and gray shale, overlain by light to medium gray or tan limestone and dolostone. This unit includes the Tapeats Sandstone, Bright Angel Shale, Muav Limestone, Temple Butte Formation and Redwall Limest",GMA.DataSources.161
GMA.MapUnitPolys.3375,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.72
GMA.MapUnitPolys.3376,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.180
GMA.MapUnitPolys.3379,P*,Standard Confidence,P*,16,,GMA.DataSources.105
GMA.MapUnitPolys.3380,Q,Standard Confidence,Q,17,"Unconsolidated to strongly consolidated alluvial and eolian deposits. This unit includes: coarse, poorly sorted alluvial fan and terrace deposits on middle and upper piedmonts and along large drainages; sand, silt and clay on alluvial plains and playas;",GMA.DataSources.170
GMA.MapUnitPolys.3381,Qy,Standard Confidence,Qy,24,"Unconsolidated deposits associated with modern fluvial systems. This unit consists primarily of fine-grained, well-sorted sediment on alluvial plains, but also includes gravelly channel, terrace, and alluvial fan deposits on middle and upper piedmonts.",GMA.DataSources.64
GMA.MapUnitPolys.3382,YXg,Standard Confidence,YXg,44,Undivided Early and Middle Proterozoic granitic rocks (units Xg and Yg).  (1400-1800 Ma),GMA.DataSources.161
GMA.MapUnitPolys.3383,|,Standard Confidence,|,15,"Undivided Paleozoic limestone, dolostone, quartzite, shale, and related sedimentary rocks.  (248-544 Ma)",GMA.DataSources.180
GMA.MapUnitPolys.3384,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.72
GMA.MapUnitPolys.3385,Yg,Standard Confidence,Yg,46,"Mostly porphyritic biotite granite with large microcline phenocrysts, with local fine-grained border phases and aplite. Associated pegmatite and quartz veins are rare. This unit forms large plutons, including the Oracle Granite, Ruin Granite, granite in",GMA.DataSources.180
GMA.MapUnitPolys.1132,Xg,Standard Confidence,Xg,39,"Wide variety of granitic rocks, including granite, granodiorite, tonalite, quartz diorite, diorite, and gabbro. These rocks commonly are characterized by steep, northeast-striking foliation.  (1600-1800 Ma)",GMA.DataSources.121
GMA.MapUnitPolys.3386,TKg,Standard Confidence,TKg,25,"Porphyritic to equigranular granite to diorite emplaced during the Laramide orogeny. Larger plutons are characteristically medium-grained, biotite +/- hornblende granodiorite to granite. Smaller, shallow-level intrusions are typically porphyritic. Most o",GMA.DataSources.64
GMA.MapUnitPolys.3387,M_,Standard Confidence,M_,13,"Brown to dark gray sandstone grades upward into green and gray shale, overlain by light to medium gray or tan limestone and dolostone. This unit includes the Tapeats Sandstone, Bright Angel Shale, Muav Limestone, Temple Butte Formation and Redwall Limest",GMA.DataSources.161
GMA.MapUnitPolys.3388,Tv,Standard Confidence,Tv,36,"Lava, tuff, fine-grained intrusive rock, and diverse pyroclastic rocks. These compositionally variable volcanic rocks include basalt, andesite, dacite, and rhyolite. Thick felsic volcanic sequences form prominent cliffs and range fronts in the Black (Moh",GMA.DataSources.96
GMA.MapUnitPolys.3389,Ys,Standard Confidence,Ys,47,"Red-brown shale and sandstone, buff to orange quartzite, limestone, basalt, black shale, and sparse conglomerate. This unit includes the Grand Canyon Supergroup, Apache Group, and Troy Quartzite. These rocks were deposited in shallow marine, coastal nonm",GMA.DataSources.105
GMA.MapUnitPolys.3390,Tb,Standard Confidence,Tb,28,"Mostly dark, mesa-forming basalt deposited as lava flows. Rocks of this unit are widely exposed south of Camp Verde (Hickey Formation basalts), in the Mohon Mountains north of Bagdad, ""The Mesa"" east of Parker, and at other scattered locations in western",GMA.DataSources.64
GMA.MapUnitPolys.1045,Qy,Standard Confidence,Qy,24,"Unconsolidated deposits associated with modern fluvial systems. This unit consists primarily of fine-grained, well-sorted sediment on alluvial plains, but also includes gravelly channel, terrace, and alluvial fan deposits on middle and upper piedmonts.",GMA.DataSources.121
